date,lowbound_10th_hosp,median_hosp,upbound_90th_hosp,lowbound_10th_icu,median_icu,upbound_90th_icu,lowbound_10th_deaths,median_deaths,upbound_90th_deaths,lowbound_10th_rt,median_rt,upbound_90th_rt,county
2020-04-30,39.76,44.22,49.15,13.19,14.95,16.91,14.61,16.55,18.49,1,1.08,1.18,Kern
2020-05-01,39.98,44.59,49.54,13.28,15.06,17.07,15.13,17.06,19.03,1,1.09,1.18,Kern
2020-05-02,40.31,44.9,49.94,13.37,15.17,17.21,15.64,17.58,19.53,1,1.09,1.19,Kern
2020-05-03,40.62,45.24,50.37,13.46,15.28,17.36,16.15,18.1,20.04,1,1.1,1.2,Kern
2020-05-04,40.92,45.57,50.83,13.54,15.39,17.5,16.69,18.62,20.58,1,1.1,1.21,Kern
2020-05-05,41.21,45.93,51.28,13.63,15.52,17.63,17.21,19.15,21.09,1,1.1,1.21,Kern
2020-05-06,41.47,46.31,51.75,13.72,15.66,17.8,17.74,19.67,21.62,0.99,1.1,1.22,Kern
2020-05-07,41.79,46.68,52.22,13.81,15.8,17.97,18.27,20.22,22.14,0.99,1.1,1.22,Kern
2020-05-08,42.14,47.11,52.73,13.93,15.94,18.15,18.81,20.75,22.67,1,1.11,1.22,Kern
2020-05-09,42.51,47.52,53.26,14.04,16.08,18.33,19.36,21.3,23.21,1,1.11,1.22,Kern
2020-05-10,42.8,47.96,53.82,14.17,16.24,18.51,19.91,21.85,23.76,1.01,1.11,1.23,Kern
2020-05-11,43.11,48.36,54.37,14.28,16.4,18.72,20.47,22.4,24.28,1.02,1.12,1.24,Kern
2020-05-12,43.42,48.85,54.95,14.43,16.55,18.93,21.03,22.96,24.83,1.03,1.13,1.26,Kern
2020-05-13,43.78,49.33,55.59,14.53,16.72,19.15,21.61,23.53,25.38,1.05,1.15,1.3,Kern
2020-05-14,44.15,49.86,56.27,14.67,16.88,19.39,22.19,24.1,25.95,1.07,1.17,1.35,Kern
2020-05-15,44.5,50.4,57.04,14.79,17.07,19.61,22.74,24.67,26.52,1.08,1.2,1.4,Kern
2020-05-16,44.87,50.97,57.86,14.93,17.27,19.86,23.32,25.26,27.11,1.09,1.22,1.43,Kern
2020-05-17,45.35,51.62,58.71,15.08,17.48,20.12,23.92,25.84,27.7,1.08,1.25,1.45,Kern
2020-05-18,45.82,52.27,59.53,15.24,17.71,20.38,24.51,26.44,28.3,1.07,1.26,1.48,Kern
2020-05-19,46.42,52.98,60.47,15.47,17.94,20.71,25.12,27.03,28.9,1.07,1.27,1.5,Kern
2020-05-20,47.16,53.72,61.4,15.72,18.21,21.01,25.73,27.63,29.49,1.06,1.27,1.51,Kern
2020-05-21,48.07,54.59,62.32,16,18.5,21.31,26.37,28.26,30.11,1.06,1.28,1.52,Kern
2020-05-22,49,55.56,63.24,16.32,18.82,21.63,26.99,28.89,30.74,1.06,1.28,1.52,Kern
2020-05-23,50.1,56.57,64.21,16.71,19.19,21.97,27.63,29.52,31.38,1.06,1.28,1.52,Kern
2020-05-24,51.38,57.69,65.26,17.16,19.55,22.31,28.28,30.17,32.04,1.07,1.27,1.51,Kern
2020-05-25,52.77,58.98,66.18,17.63,19.96,22.68,28.94,30.83,32.73,1.08,1.27,1.49,Kern
2020-05-26,54.2,60.32,67.37,18.13,20.4,23.07,29.6,31.51,33.43,1.1,1.27,1.47,Kern
2020-05-27,55.76,61.68,68.48,18.64,20.87,23.47,30.28,32.2,34.14,1.12,1.27,1.44,Kern
2020-05-28,57.38,63.13,69.75,19.14,21.37,23.95,30.98,32.9,34.88,1.13,1.26,1.42,Kern
2020-05-29,59.02,64.71,71.15,19.65,21.89,24.46,31.68,33.63,35.61,1.13,1.26,1.41,Kern
2020-05-30,60.64,66.32,72.65,20.16,22.4,25,32.39,34.38,36.36,1.12,1.26,1.42,Kern
2020-05-31,62.23,67.99,74.41,20.7,22.97,25.57,33.14,35.14,37.14,1.11,1.26,1.43,Kern
2020-06-01,63.72,69.73,76.36,21.24,23.58,26.18,33.91,35.94,37.94,1.1,1.26,1.45,Kern
2020-06-02,65.31,71.56,78.44,21.77,24.21,26.83,34.71,36.74,38.74,1.08,1.26,1.47,Kern
2020-06-03,67.01,73.33,80.49,22.3,24.82,27.52,35.54,37.57,39.59,1.08,1.26,1.48,Kern
2020-06-04,68.71,75.23,82.52,22.89,25.47,28.21,36.37,38.41,40.45,1.08,1.26,1.48,Kern
2020-06-05,70.49,77.19,84.64,23.49,26.13,28.92,37.24,39.27,41.35,1.08,1.25,1.48,Kern
2020-06-06,72.41,79.23,86.74,24.12,26.82,29.65,38.11,40.16,42.22,1.08,1.26,1.48,Kern
2020-06-07,74.45,81.34,88.94,24.8,27.52,30.34,39.01,41.06,43.15,1.08,1.26,1.47,Kern
2020-06-08,76.68,83.52,90.99,25.55,28.24,31.05,39.93,42,44.11,1.1,1.26,1.46,Kern
2020-06-09,79.07,85.69,93.08,26.33,29.01,31.8,40.89,42.96,45.08,1.12,1.27,1.44,Kern
2020-06-10,81.53,88,95.19,27.17,29.8,32.56,41.82,43.94,46.11,1.15,1.29,1.43,Kern
2020-06-11,84.06,90.41,97.43,27.99,30.62,33.32,42.83,44.95,47.13,1.18,1.3,1.42,Kern
2020-06-12,86.74,92.85,99.8,28.86,31.44,34.14,43.83,46,48.17,1.21,1.3,1.41,Kern
2020-06-13,89.4,95.41,102.3,29.77,32.31,35.02,44.88,47.07,49.28,1.23,1.31,1.41,Kern
2020-06-14,92.08,98.12,104.78,30.63,33.21,35.94,45.95,48.17,50.4,1.23,1.31,1.42,Kern
2020-06-15,94.9,100.95,107.67,31.58,34.14,36.94,47.05,49.3,51.55,1.23,1.32,1.42,Kern
2020-06-16,97.86,103.9,110.66,32.55,35.14,38,48.19,50.46,52.74,1.23,1.32,1.42,Kern
2020-06-17,100.82,107.05,113.86,33.5,36.19,39.13,49.36,51.66,53.95,1.23,1.32,1.42,Kern
2020-06-18,103.94,110.28,117.21,34.5,37.28,40.29,50.54,52.9,55.21,1.23,1.32,1.42,Kern
2020-06-19,107.07,113.67,120.8,35.57,38.44,41.51,51.78,54.17,56.52,1.23,1.32,1.42,Kern
2020-06-20,110.45,117.24,124.58,36.68,39.64,42.82,53.06,55.47,57.85,1.22,1.31,1.42,Kern
2020-06-21,114.02,121.03,128.55,37.86,40.89,44.15,54.37,56.81,59.24,1.22,1.31,1.42,Kern
2020-06-22,117.82,124.95,132.41,39.11,42.2,45.48,55.72,58.19,60.69,1.22,1.31,1.42,Kern
2020-06-23,121.89,128.98,136.53,40.42,43.56,46.9,57.14,59.62,62.15,1.22,1.31,1.42,Kern
2020-06-24,126.03,133.15,140.71,41.8,45,48.36,58.56,61.11,63.69,1.22,1.31,1.42,Kern
2020-06-25,130.46,137.53,145.04,43.24,46.49,49.82,60.03,62.63,65.27,1.22,1.31,1.42,Kern
2020-06-26,135.23,142.07,149.32,44.75,48.03,51.39,61.55,64.2,66.88,1.22,1.31,1.42,Kern
2020-06-27,139.93,146.82,153.9,46.32,49.65,52.99,63.14,65.82,68.59,1.22,1.31,1.42,Kern
2020-06-28,145.01,151.75,158.62,47.94,51.32,54.68,64.76,67.51,70.32,1.22,1.31,1.42,Kern
2020-06-29,150.17,156.88,163.49,49.61,53.01,56.48,66.43,69.25,72.11,1.21,1.3,1.41,Kern
2020-06-30,155.48,162.19,168.58,51.35,54.81,58.24,68.13,71.04,74,1.21,1.3,1.41,Kern
2020-07-01,160.83,167.71,173.84,53.11,56.61,60.17,69.91,72.91,75.94,1.21,1.3,1.4,Kern
2020-07-02,166.44,173.39,179.59,54.9,58.5,62.2,71.72,74.83,77.92,1.19,1.29,1.39,Kern
2020-07-03,172.05,179.16,185.67,56.71,60.42,64.37,73.64,76.83,79.96,1.16,1.27,1.37,Kern
2020-07-04,177.66,185.18,192.24,58.55,62.46,66.63,75.6,78.87,82.09,1.07,1.24,1.34,Kern
2020-07-05,183.27,191.27,199.13,60.35,64.53,68.94,77.62,81.01,84.3,0.94,1.2,1.31,Kern
2020-07-06,189.03,197.53,206.14,62.25,66.64,71.38,79.68,83.23,86.61,0.85,1.13,1.27,Kern
2020-07-07,194.61,203.92,213.39,64.16,68.8,73.82,81.84,85.48,88.94,0.78,1.03,1.24,Kern
2020-07-08,200.11,210.34,220.58,66.07,70.94,76.23,84.09,87.83,91.38,0.72,0.96,1.21,Kern
2020-07-09,205.6,216.66,227.3,67.92,73.06,78.48,86.38,90.24,93.89,0.67,0.92,1.18,Kern
2020-07-10,211.14,222.65,233.48,69.76,75.12,80.71,88.73,92.72,96.48,0.64,0.89,1.16,Kern
2020-07-11,216.43,228.27,238.86,71.45,77.03,82.59,91.13,95.28,99.18,0.62,0.88,1.15,Kern
2020-07-12,221.43,233.33,243.81,73.1,78.71,84.37,93.61,97.92,101.94,0.62,0.88,1.14,Kern
2020-07-13,226.23,237.78,247.81,74.57,80.14,85.9,96.12,100.6,104.75,0.61,0.87,1.13,Kern
2020-07-14,230.51,241.34,251.36,75.78,81.39,87.28,98.7,103.32,107.65,0.61,0.87,1.13,Kern
2020-07-15,233.63,244.58,254.48,76.85,82.4,88.55,101.32,106.08,110.54,0.61,0.87,1.13,Kern
2020-07-16,235.6,247.23,257.81,77.46,83.29,89.71,103.96,108.87,113.48,0.61,0.87,1.13,Kern
2020-07-17,236.51,249.39,261.21,77.83,84.05,90.92,106.66,111.71,116.47,0.61,0.87,1.13,Kern
2020-07-18,236.22,250.9,265.24,77.86,84.63,92.02,109.36,114.57,119.48,0.61,0.87,1.13,Kern
2020-07-19,234.79,251.77,269.32,77.65,85.06,93.16,112.08,117.42,122.57,0.61,0.87,1.13,Kern
2020-07-20,232.61,252.5,273.64,77.09,85.33,94.39,114.82,120.3,125.62,0.6,0.86,1.12,Kern
2020-07-21,229.82,252.84,278.02,76.19,85.46,95.81,117.55,123.17,128.7,0.6,0.86,1.13,Kern
2020-07-22,226.56,252.68,282.64,75.2,85.31,97.28,120.23,126.09,131.75,,,,Kern
2020-07-23,222.57,252.07,287.68,73.99,85.23,98.75,122.9,128.98,134.87,,,,Kern
2020-07-24,217.9,251.46,292.65,72.51,85.05,100.3,125.56,131.84,137.96,,,,Kern
2020-07-25,212.76,250.46,297.08,71.07,84.71,102.1,128.24,134.74,141.11,,,,Kern
2020-07-26,208.08,249.41,302,69.48,84.26,103.52,130.84,137.65,144.31,,,,Kern
2020-07-27,203.18,248.19,306.89,67.92,83.88,104.98,133.44,140.5,147.61,,,,Kern
2020-07-28,198.15,246.57,311.72,66.14,83.43,106.77,135.97,143.36,150.97,,,,Kern
2020-07-29,193.08,244.79,316.9,64.24,82.86,108.21,138.44,146.18,154.35,,,,Kern
2020-07-30,187.3,242.94,322.12,62.45,82.22,109.79,140.94,149.05,157.84,,,,Kern
2020-07-31,181.48,240.92,327.35,60.69,81.59,111.42,143.28,151.84,161.36,,,,Kern
2020-08-01,175.49,238.91,331.9,58.82,80.78,112.68,145.57,154.6,164.92,,,,Kern
2020-08-02,170.02,236.71,336.96,56.9,80.04,114.2,147.76,157.4,168.58,,,,Kern
2020-08-03,164.32,234.5,341.04,55.11,79.26,115.7,149.89,160.1,172.22,,,,Kern
2020-08-04,158.84,232.09,345.88,53.12,78.33,117.4,152.01,162.69,176.07,,,,Kern
2020-08-05,153.22,230,350.3,51.08,77.49,119.1,153.91,165.3,179.81,,,,Kern
2020-08-06,147.8,227.18,354.84,49.2,76.6,120.57,155.81,167.87,183.84,,,,Kern
2020-08-07,141.82,224.36,359.79,47.39,75.78,121.87,157.71,170.43,187.87,,,,Kern
2020-08-08,136.34,221.18,365.51,45.68,74.87,123.52,159.54,172.89,192.02,,,,Kern
2020-08-09,131.36,218.29,370.61,44.04,74.04,125.13,161.23,175.46,196.15,,,,Kern
2020-08-10,126.44,215.37,375.52,42.31,73.14,126.53,162.95,177.96,200.33,,,,Kern
2020-08-11,121.57,212.33,380.91,40.61,72.08,128.34,164.48,180.48,204.68,,,,Kern
2020-08-12,116.94,209.35,386.48,39,71.02,130.15,166.01,182.86,209.21,,,,Kern
2020-08-13,111.88,206.67,392.18,37.46,69.89,131.87,167.37,185.28,213.41,,,,Kern
2020-08-14,107.29,203.66,398.33,35.93,68.93,133.79,168.78,187.66,218.07,,,,Kern
2020-08-15,102.88,200.31,404.92,34.48,67.94,135.78,170.21,189.99,222.62,,,,Kern
2020-03-15,0.09,0.32,0.93,0.04,0.13,0.39,0.01,0.02,0.06,1.19,2.03,3.48,Kings
2020-03-16,0.1,0.37,1.04,0.04,0.15,0.43,0.01,0.03,0.08,1.18,1.99,3.45,Kings
2020-03-17,0.12,0.42,1.16,0.05,0.17,0.48,0.01,0.03,0.09,1.19,1.94,3.35,Kings
2020-03-18,0.13,0.47,1.27,0.06,0.2,0.53,0.01,0.04,0.1,1.2,1.86,3.17,Kings
2020-03-19,0.15,0.53,1.39,0.06,0.22,0.59,0.01,0.04,0.12,1.22,1.78,2.93,Kings
2020-03-20,0.18,0.6,1.53,0.07,0.25,0.64,0.01,0.05,0.13,1.24,1.72,2.66,Kings
2020-03-21,0.2,0.67,1.67,0.08,0.28,0.7,0.02,0.05,0.15,1.26,1.67,2.42,Kings
2020-03-22,0.22,0.74,1.83,0.1,0.31,0.76,0.02,0.06,0.17,1.28,1.63,2.24,Kings
2020-03-23,0.25,0.82,1.97,0.11,0.35,0.83,0.02,0.07,0.19,1.28,1.6,2.13,Kings
2020-03-24,0.28,0.9,2.13,0.12,0.38,0.9,0.02,0.08,0.21,1.27,1.58,2.05,Kings
2020-03-25,0.31,0.98,2.29,0.13,0.42,0.98,0.03,0.09,0.24,1.27,1.57,2.01,Kings
2020-03-26,0.35,1.07,2.45,0.15,0.45,1.06,0.03,0.11,0.26,1.27,1.56,1.99,Kings
2020-03-27,0.38,1.16,2.64,0.16,0.5,1.13,0.04,0.12,0.29,1.26,1.55,1.98,Kings
2020-03-28,0.42,1.25,2.8,0.18,0.54,1.21,0.04,0.13,0.32,1.26,1.55,1.98,Kings
2020-03-29,0.46,1.34,2.95,0.2,0.58,1.29,0.05,0.15,0.35,1.26,1.55,1.97,Kings
2020-03-30,0.5,1.44,3.11,0.21,0.62,1.36,0.05,0.17,0.39,1.26,1.55,1.96,Kings
2020-03-31,0.53,1.54,3.3,0.23,0.67,1.44,0.06,0.18,0.42,1.27,1.55,1.96,Kings
2020-04-01,0.58,1.64,3.48,0.25,0.72,1.53,0.07,0.2,0.46,1.27,1.55,1.94,Kings
2020-04-02,0.63,1.75,3.66,0.27,0.77,1.6,0.08,0.23,0.51,1.27,1.54,1.93,Kings
2020-04-03,0.68,1.87,3.84,0.3,0.82,1.69,0.08,0.25,0.55,1.28,1.54,1.92,Kings
2020-04-04,0.74,1.98,4.03,0.32,0.87,1.77,0.09,0.27,0.59,1.28,1.54,1.91,Kings
2020-04-05,0.79,2.1,4.22,0.35,0.93,1.86,0.1,0.3,0.64,1.28,1.53,1.91,Kings
2020-04-06,0.86,2.23,4.39,0.38,0.98,1.94,0.11,0.33,0.69,1.28,1.53,1.9,Kings
2020-04-07,0.94,2.36,4.55,0.41,1.04,2.03,0.12,0.35,0.74,1.28,1.53,1.9,Kings
2020-04-08,1.01,2.51,4.76,0.44,1.11,2.13,0.14,0.38,0.79,1.28,1.53,1.9,Kings
2020-04-09,1.08,2.65,4.95,0.48,1.17,2.22,0.15,0.42,0.85,1.28,1.53,1.9,Kings
2020-04-10,1.17,2.79,5.16,0.52,1.24,2.33,0.16,0.45,0.91,1.28,1.53,1.9,Kings
2020-04-11,1.26,2.95,5.38,0.56,1.31,2.42,0.18,0.48,0.97,1.28,1.53,1.9,Kings
2020-04-12,1.36,3.12,5.59,0.6,1.39,2.52,0.2,0.52,1.04,1.28,1.53,1.89,Kings
2020-04-13,1.47,3.3,5.81,0.65,1.47,2.63,0.22,0.56,1.1,1.28,1.53,1.89,Kings
2020-04-14,1.58,3.48,6.04,0.7,1.55,2.74,0.24,0.61,1.17,1.28,1.53,1.88,Kings
2020-04-15,1.71,3.67,6.29,0.75,1.64,2.85,0.26,0.65,1.25,1.28,1.53,1.88,Kings
2020-04-16,1.83,3.86,6.52,0.81,1.74,2.97,0.28,0.7,1.32,1.28,1.52,1.86,Kings
2020-04-17,1.97,4.08,6.77,0.87,1.83,3.09,0.31,0.75,1.4,1.29,1.52,1.86,Kings
2020-04-18,2.12,4.3,7.05,0.93,1.93,3.21,0.33,0.8,1.48,1.28,1.52,1.85,Kings
2020-04-19,2.27,4.55,7.32,1,2.04,3.34,0.36,0.86,1.57,1.29,1.51,1.84,Kings
2020-04-20,2.44,4.79,7.6,1.08,2.15,3.47,0.4,0.91,1.65,1.28,1.51,1.84,Kings
2020-04-21,2.61,5.05,7.88,1.16,2.26,3.61,0.43,0.98,1.75,1.28,1.51,1.84,Kings
2020-04-22,2.8,5.32,8.17,1.25,2.38,3.75,0.46,1.04,1.84,1.28,1.51,1.84,Kings
2020-04-23,3.01,5.59,8.48,1.35,2.51,3.89,0.5,1.11,1.94,1.28,1.51,1.84,Kings
2020-04-24,3.24,5.88,8.8,1.45,2.64,4.05,0.54,1.18,2.04,1.28,1.51,1.84,Kings
2020-04-25,3.49,6.18,9.14,1.56,2.78,4.19,0.59,1.25,2.15,1.28,1.51,1.84,Kings
2020-04-26,3.75,6.51,9.48,1.66,2.92,4.36,0.63,1.33,2.26,1.28,1.51,1.84,Kings
2020-04-27,4.04,6.85,9.85,1.78,3.06,4.53,0.68,1.42,2.37,1.28,1.5,1.83,Kings
2020-04-28,4.33,7.22,10.21,1.9,3.22,4.7,0.74,1.5,2.49,1.28,1.5,1.83,Kings
2020-04-29,4.63,7.58,10.6,2.03,3.38,4.88,0.8,1.6,2.61,1.28,1.5,1.82,Kings
2020-04-30,4.97,7.97,10.99,2.19,3.55,5.06,0.86,1.7,2.75,1.27,1.5,1.82,Kings
2020-05-01,5.33,8.38,11.42,2.36,3.74,5.25,0.93,1.8,2.88,1.26,1.5,1.82,Kings
2020-05-02,5.7,8.8,11.87,2.52,3.94,5.47,1,1.91,3.03,1.26,1.49,1.82,Kings
2020-05-03,6.07,9.25,12.34,2.7,4.14,5.69,1.08,2.03,3.17,1.26,1.49,1.83,Kings
2020-05-04,6.5,9.73,12.84,2.88,4.34,5.91,1.17,2.14,3.32,1.25,1.49,1.83,Kings
2020-05-05,6.95,10.21,13.34,3.08,4.56,6.15,1.26,2.27,3.47,1.25,1.48,1.83,Kings
2020-05-06,7.41,10.71,13.84,3.28,4.79,6.4,1.36,2.4,3.63,1.25,1.48,1.83,Kings
2020-05-07,7.9,11.26,14.38,3.48,5.03,6.66,1.46,2.54,3.79,1.24,1.48,1.82,Kings
2020-05-08,8.39,11.81,14.95,3.73,5.29,6.94,1.58,2.69,3.95,1.24,1.48,1.82,Kings
2020-05-09,8.96,12.39,15.56,3.96,5.55,7.24,1.7,2.84,4.13,1.24,1.47,1.81,Kings
2020-05-10,9.55,13.02,16.2,4.22,5.83,7.56,1.83,3,4.32,1.24,1.46,1.8,Kings
2020-05-11,10.15,13.63,16.91,4.49,6.11,7.89,1.97,3.17,4.51,1.22,1.45,1.76,Kings
2020-05-12,10.83,14.33,17.65,4.76,6.42,8.23,2.11,3.35,4.71,1.2,1.42,1.72,Kings
2020-05-13,11.47,14.97,18.42,5.06,6.75,8.59,2.28,3.53,4.91,1.14,1.37,1.66,Kings
2020-05-14,12.12,15.73,19.26,5.34,7.08,8.98,2.44,3.73,5.11,1.07,1.32,1.59,Kings
2020-05-15,12.83,16.51,20.11,5.63,7.42,9.38,2.61,3.93,5.33,1,1.26,1.54,Kings
2020-05-16,13.52,17.28,20.94,5.94,7.79,9.85,2.8,4.14,5.55,0.95,1.21,1.48,Kings
2020-05-17,14.22,18.07,21.92,6.22,8.16,10.29,2.99,4.37,5.79,0.92,1.16,1.43,Kings
2020-05-18,14.89,18.88,22.86,6.52,8.54,10.72,3.21,4.6,6.04,0.89,1.13,1.42,Kings
2020-05-19,15.53,19.67,23.75,6.82,8.9,11.16,3.44,4.85,6.31,0.87,1.11,1.41,Kings
2020-05-20,16.2,20.4,24.6,7.09,9.26,11.56,3.68,5.11,6.57,0.85,1.1,1.41,Kings
2020-05-21,16.84,21.14,25.42,7.37,9.62,11.97,3.93,5.37,6.84,0.85,1.09,1.4,Kings
2020-05-22,17.52,21.84,26.17,7.65,9.96,12.38,4.18,5.64,7.13,0.85,1.09,1.4,Kings
2020-05-23,18.16,22.5,26.88,7.97,10.28,12.78,4.46,5.93,7.42,0.85,1.09,1.4,Kings
2020-05-24,18.79,23.16,27.56,8.27,10.61,13.15,4.75,6.22,7.72,0.86,1.09,1.4,Kings
2020-05-25,19.44,23.83,28.18,8.55,10.92,13.5,5.04,6.52,8.03,0.87,1.11,1.39,Kings
2020-05-26,20.04,24.43,28.7,8.82,11.25,13.85,5.33,6.82,8.35,0.9,1.13,1.38,Kings
2020-05-27,20.66,25.04,29.29,9.1,11.55,14.18,5.64,7.15,8.68,0.93,1.15,1.38,Kings
2020-05-28,21.32,25.61,29.82,9.37,11.85,14.49,5.95,7.47,9.03,0.97,1.18,1.4,Kings
2020-05-29,21.9,26.19,30.34,9.64,12.14,14.84,6.28,7.82,9.37,1.01,1.2,1.42,Kings
2020-05-30,22.45,26.73,30.94,9.88,12.43,15.16,6.61,8.17,9.73,1.04,1.23,1.46,Kings
2020-05-31,23.02,27.32,31.43,10.13,12.72,15.49,6.96,8.51,10.08,1.06,1.26,1.5,Kings
2020-06-01,23.58,27.89,32.01,10.43,13.03,15.81,7.31,8.87,10.45,1.06,1.27,1.53,Kings
2020-06-02,24.09,28.44,32.63,10.71,13.3,16.17,7.68,9.25,10.82,1.06,1.28,1.56,Kings
2020-06-03,24.66,29.02,33.31,10.97,13.58,16.54,8.07,9.63,11.19,1.05,1.29,1.57,Kings
2020-06-04,25.36,29.66,33.95,11.22,13.89,16.94,8.45,10.02,11.58,1.05,1.29,1.58,Kings
2020-06-05,26.09,30.3,34.62,11.51,14.21,17.32,8.84,10.42,12,1.05,1.29,1.58,Kings
2020-06-06,26.86,31,35.31,11.81,14.57,17.75,9.24,10.83,12.42,1.05,1.29,1.57,Kings
2020-06-07,27.64,31.74,36.03,12.14,14.93,18.16,9.64,11.24,12.85,1.06,1.28,1.56,Kings
2020-06-08,28.51,32.55,36.74,12.51,15.3,18.58,10.05,11.66,13.29,1.06,1.27,1.53,Kings
2020-06-09,29.4,33.37,37.54,12.85,15.69,18.96,10.48,12.1,13.74,1.07,1.25,1.49,Kings
2020-06-10,30.36,34.24,38.32,13.21,16.11,19.45,10.92,12.55,14.21,1.08,1.22,1.43,Kings
2020-06-11,31.31,35.12,39.17,13.63,16.51,19.92,11.37,13.01,14.69,1.09,1.21,1.37,Kings
2020-06-12,32.31,36.03,40.1,14.02,16.96,20.39,11.83,13.48,15.16,1.08,1.19,1.32,Kings
2020-06-13,33.22,36.94,41.03,14.42,17.41,20.9,12.3,13.96,15.65,1.07,1.18,1.29,Kings
2020-06-14,34.17,37.87,42.01,14.82,17.86,21.37,12.79,14.45,16.16,1.06,1.17,1.27,Kings
2020-06-15,35.1,38.86,43.05,15.25,18.3,21.95,13.29,14.96,16.68,1.05,1.16,1.27,Kings
2020-06-16,35.93,39.87,44.14,15.64,18.78,22.5,13.81,15.48,17.23,1.05,1.15,1.26,Kings
2020-06-17,36.78,40.83,45.16,16.02,19.26,23.04,14.33,16.02,17.79,1.04,1.15,1.26,Kings
2020-06-18,37.63,41.79,46.23,16.38,19.73,23.6,14.87,16.57,18.37,1.04,1.15,1.26,Kings
2020-06-19,38.47,42.74,47.29,16.75,20.17,24.18,15.41,17.15,18.96,1.03,1.15,1.26,Kings
2020-06-20,39.29,43.66,48.32,17.15,20.63,24.78,15.96,17.73,19.57,1.03,1.14,1.26,Kings
2020-06-21,40.15,44.56,49.38,17.5,21.09,25.34,16.5,18.32,20.19,1.03,1.14,1.26,Kings
2020-06-22,40.97,45.51,50.31,17.86,21.52,25.88,17.06,18.91,20.82,1.03,1.14,1.26,Kings
2020-06-23,41.79,46.44,51.28,18.23,21.97,26.44,17.64,19.52,21.48,1.03,1.14,1.25,Kings
2020-06-24,42.68,47.36,52.16,18.61,22.42,27,18.22,20.16,22.13,1.03,1.14,1.25,Kings
2020-06-25,43.58,48.25,52.97,19,22.85,27.52,18.82,20.82,22.81,1.02,1.13,1.25,Kings
2020-06-26,44.52,49.16,53.85,19.37,23.29,28.07,19.4,21.49,23.54,1.02,1.13,1.25,Kings
2020-06-27,45.48,50.07,54.67,19.75,23.72,28.59,20.01,22.16,24.24,1.02,1.13,1.25,Kings
2020-06-28,46.44,50.95,55.48,20.14,24.16,29.1,20.62,22.85,24.99,1.02,1.13,1.24,Kings
2020-06-29,47.45,51.87,56.27,20.53,24.6,29.56,21.23,23.55,25.74,1.02,1.13,1.24,Kings
2020-06-30,48.35,52.73,57.12,20.93,25.02,30.07,21.86,24.26,26.51,1.02,1.13,1.24,Kings
2020-07-01,49.29,53.62,57.97,21.32,25.44,30.57,22.51,24.98,27.29,1.02,1.13,1.24,Kings
2020-07-02,50.34,54.5,58.77,21.69,25.89,31.06,23.14,25.72,28.09,1.02,1.13,1.24,Kings
2020-07-03,51.23,55.4,59.6,22.06,26.34,31.56,23.8,26.47,28.9,1.03,1.13,1.25,Kings
2020-07-04,52.13,56.26,60.48,22.46,26.77,32.06,24.46,27.21,29.74,1.03,1.14,1.27,Kings
2020-07-05,53.06,57.15,61.38,22.81,27.23,32.57,25.15,27.98,30.57,1.03,1.15,1.31,Kings
2020-07-06,53.91,58.04,62.36,23.2,27.66,33.11,25.85,28.75,31.45,1.03,1.16,1.39,Kings
2020-07-07,54.71,58.96,63.34,23.55,28.14,33.65,26.56,29.54,32.35,1.03,1.18,1.46,Kings
2020-07-08,55.53,59.89,64.41,23.93,28.6,34.14,27.29,30.33,33.24,1,1.21,1.52,Kings
2020-07-09,56.37,60.88,65.52,24.32,29.07,34.7,28.01,31.15,34.15,0.97,1.23,1.56,Kings
2020-07-10,57.22,61.82,66.6,24.67,29.59,35.34,28.76,32,35.09,0.95,1.26,1.59,Kings
2020-07-11,58.21,62.86,67.77,25.1,30.09,35.99,29.54,32.85,36.06,0.93,1.27,1.61,Kings
2020-07-12,59.16,64.04,69.1,25.52,30.66,36.57,30.32,33.71,37.01,0.91,1.27,1.62,Kings
2020-07-13,60.07,65.28,70.5,25.95,31.28,37.19,31.09,34.58,38,0.9,1.28,1.63,Kings
2020-07-14,61.05,66.58,72.15,26.39,31.88,37.91,31.88,35.48,39.02,0.89,1.28,1.62,Kings
2020-07-15,62.02,67.97,74,26.92,32.51,38.64,32.71,36.39,40.06,0.88,1.27,1.62,Kings
2020-07-16,62.89,69.44,76.23,27.42,33.15,39.53,33.54,37.32,41.1,0.88,1.27,1.62,Kings
2020-07-17,63.6,70.9,78.67,27.96,33.87,40.51,34.35,38.26,42.16,0.88,1.27,1.61,Kings
2020-07-18,64.11,72.53,81.56,28.35,34.58,41.51,35.23,39.24,43.23,0.88,1.26,1.61,Kings
2020-07-19,64.6,74.13,84.89,28.82,35.37,42.76,36.11,40.23,44.34,0.87,1.26,1.6,Kings
2020-07-20,64.79,75.84,88.43,29.27,36.18,44.29,36.98,41.25,45.47,0.87,1.25,1.6,Kings
2020-07-21,65.16,77.59,92.35,29.64,37,45.73,37.92,42.29,46.65,0.87,1.25,1.6,Kings
2020-07-22,65.49,79.36,96.56,29.93,37.84,47.29,38.83,43.33,47.83,,,,Kings
2020-07-23,65.57,81.28,100.98,30.21,38.7,49.12,39.77,44.43,49.06,,,,Kings
2020-07-24,65.7,83.28,105.93,30.44,39.61,51.16,40.72,45.54,50.3,,,,Kings
